,medio,fecha,titulo
17279,clarin,2019-10-21 00:00:00,El Círculo Rojo ve a Alberto Fernández como un enigma y teme por el rol de Cristina Kirchner
17307,tiempo argentino,2019-10-21 00:00:00,Los deudores hipotecarios de créditos UVA rechazan la propuesta de Macri
17350,infobae,2019-10-21 00:00:00,Cómo reaccionaron los votantes frente a las intervenciones de Mauricio Macri y Alberto Fernández en el segundo debate presidencial 2019
17367,cronista,2019-10-21 00:00:00,"Alberto chicaneó a la prensa: ""Andá a trabajar de periodista"""
17368,cronista,2019-10-21 00:00:00,Alberto repite búnker para el domingo y esta vez esperan a Cristina
17374,cronista,2019-10-21 00:00:00,"Macri busca generar épica de ballottage, ante la incertidumbre del Gobierno"
17375,cronista,2019-10-21 00:00:00,Macri positivo: cómo se reconfigura su futuro más allá del resultado del domingo
17376,cronista,2019-10-21 00:00:00,"Pichetto: ""Hay un proceso de desestabilización en la región"""
17387,cronista,2019-10-21 00:00:00,"El rap que destruye a Macri es viral: explica por qué una ""crisis chilena"" es posible en Argentina"
17454,el popular,2019-10-21 00:00:00,"Elecciones 2019 | Myriam Bregman: ""El gobierno de Macri fue un gobierno de miseria planificada"""
17456,la izquierda diario,2019-10-21 00:00:00,Debate presidencial: diez definiciones claves que dejó la intervención de Del Caño
17457,la izquierda diario,2019-10-21 00:00:00,La izquierda repudió la provocación y represión en el Consulado de Chile: exigen la libertad de los detenidos
17460,la izquierda diario,2019-10-21 00:00:00,¿Qué propone la izquierda de Nicolás del Caño frente a la crisis climática y ecológica global?
17462,la izquierda diario,2019-10-21 00:00:00,#ArgentinaDebate: Del Caño reivindicó la rebelión en Chile y defendió a los trabajadores y el medioambiente
17466,la izquierda diario,2019-10-21 00:00:00,Del Caño: el primer candidato presidencial en hablar del cupo laboral trans
17467,la izquierda diario,2019-10-21 00:00:00,Del Caño estuvo entre los protagonistas del debate presidencial y así lo reflejaron los medios
17468,la izquierda diario,2019-10-21 00:00:00,"Del Caño la rompió en Instagram y Twitter: medioambiente, cupo laboral trans y Micky Vainilla"
17469,la izquierda diario,2019-10-21 00:00:00,Del Caño hizo saltar las búsquedas de Google hablando de la rebelión en Chile
17499,la nación,2019-10-21 12:59:00,Créditos UVA. Cómo se implementará el ajuste por salario que quiere implementar Macri
17515,la nación,2019-10-21 17:08:00,"Alberto Fernández le pidió a Mauricio Macri que ""no libere el dólar"" si pierde las elecciones"
17619,clarin,2019-10-22 00:00:00,Patricia Bullrich le respondió a Alberto Fernández: “Lo que pasa en Chile es un intento concreto de voltear un gobierno”
17628,clarin,2019-10-22 00:00:00,Dólar y reservas: quién escucha el pedido de Alberto Fernández
17635,clarin,2019-10-22 00:00:00,Alberto Fernández: “Vamos a invitar a los mejores radicales a que se sumen a nosotros”
17636,clarin,2019-10-22 00:00:00,Alberto Fernández gira sobre Venezuela y “abandona” un ritual con Brasil
17640,clarin,2019-10-22 00:00:00,La Cámara Electoral aceptó un pedido del PJ y ordenó realizar elecciones para el Parlasur
17641,clarin,2019-10-22 00:00:00,Cambios en el búnker peronista: esta vez esperan que Cristina Kirchner vaya a los festejos
17642,clarin,2019-10-22 00:00:00,Campaña en terreno hostil: Mauricio Macri en Rosario y Alberto Fernández en La Plata
17643,clarin,2019-10-22 00:00:00,Cristina Kirchner juega en el tramo final: cierra con dos actos callejeros
17655,clarin,2019-10-22 00:00:00,José Luis Espert cierra su campaña con un “after” en un galpón de Palermo
17658,clarin,2019-10-22 00:00:00,"Mauricio Macri, en Rosario: “No podemos caer en los falsos espejismos de estos que tantas veces nos defraudaron”"
17659,clarin,2019-10-22 00:00:00,"Para Miguel Ángel Pichetto, “hay un proceso de desestabilización en la región con injerencia venezolana-cubana”"
17661,clarin,2019-10-22 00:00:00,Nuevas alertas para Macri y Alberto F.
17663,clarin,2019-10-22 00:00:00,"Roberto Lavagna, duro con la situación de la economía: “No hay magia para arreglar esto”"
17670,clarin,2019-10-22 00:00:00,Un explorador chino intentará cruzar la Antártida solo y sin ayuda para concientizar sobre el cambio climático
17683,tiempo argentino,2019-10-22 00:00:00,Alberto Fernández puede desempeñar un liderazgo positivo en la región
17692,tiempo argentino,2019-10-22 00:00:00,"Kicillof clausura su campaña ""pueblo por pueblo"" en La Plata y junto a CFK"
17712,página 12,2019-10-22 00:00:00,El anuncio de Macri es la nada misma
17810,infobae,2019-10-22 00:00:00,El extraño efecto que provoca el cambio climático en las tortugas marinas
17849,infobae,2019-10-22 00:00:00,El error de Mauricio Macri que Alberto Fernández no debería repetir
17852,infobae,2019-10-22 00:00:00,Alberto Fernández habló sobre el feminismo y convocó a los radicales: “Vamos a citar a los mejores para que se sumen con nosotros”
17853,infobae,2019-10-22 00:00:00,Alberto Fernández se sumó al acto de cierre de Sergio Massa: llamó a “llenar de votos las urnas” y a pensar en el día después de las elecciones
17854,infobae,2019-10-22 00:00:00,Alicia Castro: “El domingo Macri se irá al basural de la historia”
17859,infobae,2019-10-22 00:00:00,Gisela Marziotta: “Disociar la figura de Rodríguez Larreta de la de Macri es estafar a los porteños”
17865,infobae,2019-10-22 00:00:00,"Sobre el final de la campaña, Mauricio Macri cargó contra el kirchnerismo: “Ya fueron muchos años de dedito, atril y prepotencia”"
17893,infobae,2019-10-22 00:00:00,Humor: la marcha del Pastor Mauricio
17934,cronista,2019-10-22 00:00:00,"A días del 27, Macri pide a su público no dejar ""un espacio vacío"""
17935,cronista,2019-10-22 00:00:00,CFK y un mensaje al Gobierno: usarán las mismas mesas testigo de las PASO
17936,cronista,2019-10-22 00:00:00,Cómo será el modelo de los créditos UVA que prometió Macri
17985,la nación,2019-10-22 00:00:00,El peronismo se alista para pulsear con Kicillof por el reparto del poder
17987,la nación,2019-10-22 00:00:00,"Alberto Fernández: actos en ""distritos reversibles"" y la mente en el día después"
17989,la nación,2019-10-22 00:00:00,Dudas en el peronismo sobre el rol que jugará Cristina Kirchner en el Senado
17993,la nación,2019-10-22 00:00:00,"Recorridas y entrevistas: las apuestas de Lavagna, Gómez Centurión, Del Caño y Espert"
17994,la nación,2019-10-22 00:00:00,"La sombra de Cristina, un obstáculo en el plan de Alberto Fernández"
17995,la nación,2019-10-22 00:00:00,La UIA les presentó su plan para los próximos años a Dante Sica y Miguel Pichetto
17996,la nación,2019-10-22 00:00:00,"Roberto Lavagna utilizó jets privados en la campaña, pero no se sabe quién los pagó"
17998,la nación,2019-10-22 00:00:00,Juan Manuel Urtubey y el uso de los aviones oficiales de Salta para la campaña electoral
17999,la nación,2019-10-22 00:00:00,"Mauricio Macri: un raid final por el interior y el objetivo de revertir el voto ""enojado"""
18000,la nación,2019-10-22 00:00:00,"Miguel Pichetto, a Nicolás Del Caño: ""Tiene ideas viejas"""
18053,ambito financiero,2019-10-22 00:00:00,Amenaza de denuncia penal contra Macri y Lacunza tensa puja con provincias
18088,ambito financiero,2019-10-22 00:00:00,Déjà vu de Alberto F.: ganar el domingo y que (Macri) dispare el precio del dólar
18090,ambito financiero,2019-10-22 00:00:00,"Macri: ""Podemos tener una política social sin clientelismo"""
18091,ambito financiero,2019-10-22 00:00:00,"Alberto Fernández: ""El domingo vamos a dar vuelta esta página negra que empezó en 2015"""
18132,la izquierda diario,2019-10-22 00:00:00,"Antes de irse, Macri y Bullrich quieren descargar más represión contra la protesta social"
18135,la izquierda diario,2019-10-22 00:00:00,Créditos UVA: Macri hace promesas sobre el bidet
18149,la izquierda diario,2019-10-22 00:00:00,"Del Caño: ""Chile despertó, fuerza al pueblo chileno"""
18152,la izquierda diario,2019-10-22 00:00:00,"El FIT marchó en Comodoro Rivadavia al grito de “Chile, escucha, tu lucha es nuestra lucha”"
18172,la izquierda diario,2019-10-22 00:00:00,Tras la provocación y represión en el Consulado de Chile: una torpe campaña contra la izquierda
18174,la izquierda diario,2019-10-22 00:00:00,"[Video] Bregman: ""Bullrich usa a su favor en Argentina lo que pasa con el Macri chileno"""
18181,la nación,2019-10-22 00:25:00,"Alberto Fernández recordó a Marcelo Zlotogwiazda: ""Esperaba que diera la pelea durante más tiempo"""
18183,la nación,2019-10-22 00:31:00,Boca-River: Macri no quiere un desborde que nuble la recta final de la campaña
18198,la nación,2019-10-22 01:41:00,"Mauricio Macri venció por puntos, pero requería el knock out"
18215,la nación,2019-10-22 09:05:00,"Hernán Lacunza dijo que el desembolso del FMI ""será inmediato"" si gana Mauricio Macri"
18219,la nación,2019-10-22 09:29:00,"Para Pichetto, ""hay un proceso de desestabilización en países de la región con injerencia de Venezuela y Cuba"""
18221,la nación,2019-10-22 09:41:00,"Alberto Fernández sobre las protestas en Chile: ""¿Somos conscientes los argentinos de lo que toleramos con Macri?"
18231,prensa obrera,2019-10-22 11:14:10,El impacto de la izquierda en el segundo debate presidencial 
18241,la nación,2019-10-22 12:11:00,"Amalia Granata volvió a destrozar a Luciana Salazar: ""Está operando para Alberto Fernández"""
18271,la nación,2019-10-22 14:24:00,"Vidal hizo campaña en el distrito opositor de Tigre: ""Tenemos que llevar a Mauricio Macri a la segunda vuelta"""
18290,la nación,2019-10-22 16:04:00,El camarógrafo de LN+ atacado por manifestantes está internado y recibió un llamado de Mauricio Macri
18301,la nación,2019-10-22 16:52:00,"Dólar, blue y CCL. Qué hay detrás de la mayor brecha de precios entre los tipos de cambio"
18314,la nación,2019-10-22 17:42:00,"Alberto Fernández, a Mauricio Macri: ""Basta de tratarnos como a empleados de Uber"""
18341,prensa obrera,2019-10-22 20:46:40,Importante texto de apoyo al Frente de Izquierda – Unidad
18436,clarin,2019-10-23 00:00:00,Asaltan y golpean en su casa a un hermano de Mauricio Macri
18437,clarin,2019-10-23 00:00:00,Siete chicos detenidos por asaltar y golpear a un hermano de Mauricio Macri
18439,clarin,2019-10-23 00:00:00,Jair Bolsonaro amenazó con suspender a la Argentina del Mercosur si gana Alberto Fernández y pone trabas comerciales
18444,clarin,2019-10-23 00:00:00,Video: así cayeron los acusados del robo a un hermano de Mauricio Macri
18447,clarin,2019-10-23 00:00:00,"Por temor a demoras en el escrutinio oficial, Alberto Fernández arma un recuento paralelo"
18448,clarin,2019-10-23 00:00:00,Alberto Fernández y Cristina Kirchner cierran su campaña con un acto en Mar del Plata
18449,clarin,2019-10-23 00:00:00,Alberto Fernández: “Decidí que no voy a seguir hablando con Mauricio Macri”
18450,clarin,2019-10-23 00:00:00,"Alberto Fernández envió un mensaje a los mercados y aseguró que, si gana, respetará los depósitos en dólares"
18452,clarin,2019-10-23 00:00:00,La bendición evangelista que recibió Mauricio Macri en Rosario: “Que el domingo podamos ver resultados maravillosos”
18453,clarin,2019-10-23 00:00:00,El candidato a gobernador de Gómez Centurión sorprendió y les pidió a los bonaerenses que voten a Mauricio Macri
18457,clarin,2019-10-23 00:00:00,Cristina Kirchner habló sobre Chile: “Lo que nos quieren vender como modelos ideales de sociedad terminan como terminan”
18458,clarin,2019-10-23 00:00:00,Cristina Kirchner: “Lo que nos quieren vender como modelos ideales de sociedad terminan como Chile”
18459,clarin,2019-10-23 00:00:00,"Para cuidar el dólar, Alberto Fernández intenta mandar señales de calma al mercado y a los ahorristas"
18463,clarin,2019-10-23 00:00:00,Fallo de la Corte contra un candidato que apoya Alberto Fernández en Santa Cruz
18467,clarin,2019-10-23 00:00:00,"Para José Luis Espert, Mauricio Macri “provocó” que vuelva el kirchnerismo: “No hay manera de evitarlo”"
18469,clarin,2019-10-23 00:00:00,"Juan José Gómez Centurión, duro con su candidato en Provincia que llamó a votar por Mauricio Macri: “Un judas sin valores ni escrúpulos”"
18470,clarin,2019-10-23 00:00:00,Julio Bárbaro: “Me reconcilié con la inteligencia de Cristina”
18473,clarin,2019-10-23 00:00:00,"Como Macri, Horacio Rodríguez Larreta apuesta a aumentar el nivel de participación"
18474,clarin,2019-10-23 00:00:00,Matías Lammens almorzó con Alberto Fernández y cerró la campaña porteña con la esperanza de entrar al balotaje
18475,clarin,2019-10-23 00:00:00,Mauricio Macri culmina la marcha del #SíSePuede y cierra la campaña con un acto en Córdoba
18476,clarin,2019-10-23 00:00:00,"Mauricio Macri: “En las PASO estuvimos un poquito distraídos, vamos a cuidar nuestro voto”"
18477,clarin,2019-10-23 00:00:00,Pablo Avelluto: “Hay muchas evidencias de los componentes autoritarios que encierra la candidatura de Alberto Fernández”
18479,clarin,2019-10-23 00:00:00,Roberto Lavagna calificó al gobierno de Macri como “muy malo” y remató: “La nota es menos 5 de crecimiento”
18480,clarin,2019-10-23 00:00:00,Roberto Lavagna: “Se puede poner en marcha la economía en pocos meses”
18497,tiempo argentino,2019-10-23 00:00:00,Alberto Fernández hace foco en el día después de la elección
18498,tiempo argentino,2019-10-23 00:00:00,Alberto Fernández reclamó revitalizar a la Unasur
18499,tiempo argentino,2019-10-23 00:00:00,Alberto F. y el futuro de la Justicia: ¿refundar o reperfilar?
18501,tiempo argentino,2019-10-23 00:00:00,"Con eje en la economía, Lavagna clausura la campaña en Salta"
18512,tiempo argentino,2019-10-23 00:00:00,Macri acentúa el discurso antiperonista en el final de la campaña
18513,tiempo argentino,2019-10-23 00:00:00,Macri cierra la saga del #SíSePuede y busca apoyo en territorio amigo
18515,tiempo argentino,2019-10-23 00:00:00,Quiénes son los comuneros del peronismo que pueden ganar por primera vez desde que gobierna Macri
18534,página 12,2019-10-23 00:00:00,Macri debe rendir cuentas por la deuda externa
18535,página 12,2019-10-23 00:00:00,"Myriam Bregman: ""Macri debe rendir cuentas por la deuda externa"""
18537,página 12,2019-10-23 00:00:00,"Alejandro Fantino, la eliminación de Boca, Macri y Durán Barba"
18538,página 12,2019-10-23 00:00:00,"Alberto Fernández llamó a ""poner en marcha"" la unidad regional"
18540,página 12,2019-10-23 00:00:00,"Alberto Fernández: ""Vamos a cuidar los ahorros de los argentinos"""
18562,infobae,2019-10-23 00:00:00,"El asombroso cambio físico de Ryan Lochte, el polémico nadador que superó su adicción al alcohol y a la comida chatarra"
18580,infobae,2019-10-23 00:00:00,Alberto Fernández: “Vamos a cuidar los ahorros y los depósitos en dólares de los argentinos”
18581,infobae,2019-10-23 00:00:00,Julio Bárbaro: “Me reconcilié con la inteligencia de Cristina Kirchner”
18584,infobae,2019-10-23 00:00:00,Un empresario que apuesta públicamente al triunfo de Alberto Fernández fue el mayor aportante de la campaña de Mauricio Macri
18596,infobae,2019-10-23 00:00:00,América Latina: rezagada ante un modelo que se rehúsa a combatir el cambio el cambio climático y el uso de energías fósiles
18729,infobae,2019-10-23 00:00:00,"El boletín de la clasificación de River ante Boca: el cambio de roles, la armada área del Xeneize y los líderes resistencia del Millonario"
18730,infobae,2019-10-23 00:00:00,"El contundente descargo de Fantino tras la eliminación de Boca: “Me siento como Macri cuando perdió las PASO, no sé lo que pasó, pero ya está"""
18769,infobae,2019-10-23 00:00:00,Alberto Fernández comenzará a cerrar su campaña en Chaco sin Cristina Kirchner y preocupado por el valor del dólar
18770,infobae,2019-10-23 00:00:00,"Antes del acto en Rosario, Mauricio Macri recibió la bendición de un pastor evangélico"
18772,infobae,2019-10-23 00:00:00,Bolsonaro amenazó con excluir a la Argentina del Mercosur si el triunfo de Alberto Fernández implica un retroceso del libre comercio
18773,infobae,2019-10-23 00:00:00,"Con dos mil mesas testigo, Alberto Fernández espera confirmar el domingo antes de las 21 su triunfo en las elecciones presidenciales"
18775,infobae,2019-10-23 00:00:00,Cristina Kirchner cerrará junto a Axel Kicillof y Verónica Magario en La Plata la campaña bonaerense del Frente de Todos
18776,infobae,2019-10-23 00:00:00,"Cristina Kirchner se refirió a la violencia en Chile para cuestionar a Macri: “Nos lo presentaron como el modelo económico, social y político a seguir”"
18778,infobae,2019-10-23 00:00:00,El candidato a gobernador bonaerense de Gómez Centurión pidió votar por Macri y Vidal
18782,infobae,2019-10-23 00:00:00,Macri desembarca en Mar del Plata para buscar el voto duro y cierra en Córdoba con la esperanza de forzar el balotaje
18783,infobae,2019-10-23 00:00:00,"Macri, en Mar del Plata: “Quieren que los que pensamos distinto nos callemos”"
18785,infobae,2019-10-23 00:00:00,"Populismo, educación, música y un consejo: los ejes de una inédita entrevista de Mauricio Macri a Daniel Barenboim"
18806,infobae,2019-10-23 00:00:00,Menores armados y tres culatazos en la cabeza: la historia detrás del robo al hermano del presidente Macri
18808,infobae,2019-10-23 00:00:00,Un hermano de Mauricio Macri sufrió un violento robo en un barrio privado
18813,infobae,2019-10-23 00:00:00,El casamiento de Alberto Cormillot y Estefanía Pasquini: cuándo se conocieron y en qué fecha ella anunció la boda
18843,cronista,2019-10-23 00:00:00,Larreta ya imagina una buena convivencia con Alberto si ambos ganan
18847,cronista,2019-10-23 00:00:00,Alberto Fernández dice que nunca le llegó la invitación para ir a IDEA
18848,cronista,2019-10-23 00:00:00,"Alberto Fernández: ""Que los argentinos estén tranquilos, vamos a cuidar sus depósitos en dólares"""
18850,cronista,2019-10-23 00:00:00,Asaltaron y golpearon a un hermano del presidente Macri
18852,cronista,2019-10-23 00:00:00,Bolsonaro amenaza con sanciones si Alberto gana y tuerce rumbo de Mercosur
18853,cronista,2019-10-23 00:00:00,Cristina cerró con Kicillof y Alberto apuntó a las reservas
18854,cronista,2019-10-23 00:00:00,Cuáles son las provincias clave en las que Macri confía para mejorar su elección
18857,cronista,2019-10-23 00:00:00,El candidato a gobernador de Gómez Centurión pide que no lo voten y apoya a Macri
18858,cronista,2019-10-23 00:00:00,"Elecciones 2019: el FMI felicitó a Alberto y dijo que espera poder ""colaborar"""
18861,cronista,2019-10-23 00:00:00,"Lavagna pidió ""reconstruir el diálogo argentino"" para enfrentar la crisis"
18862,cronista,2019-10-23 00:00:00,"Macri pidió el voto por mail y espera que, sin internas, el PJ decaiga"
18916,la nación,2019-10-23 00:00:00,La significativa ausencia de Cristina Kirchner
18917,la nación,2019-10-23 00:00:00,Alberto Fernández lanzó un mensaje contra los pedidos de reforma laboral
18924,la nación,2019-10-23 00:00:00,"Mauricio Macri: ""No nos vamos a callar mientras nos roban el futuro"""
18955,perfil,2019-10-23 00:00:00,El fútbol le da su apoyo a Alberto Fernández
18986,ambito financiero,2019-10-23 00:00:00,"Passalacqua: ""Si gana, Alberto Fernández deberá administrar la ansiedad de la gente"""
18995,ambito financiero,2019-10-23 00:00:00,"Alberto F.: ""Estén tranquilos, porque vamos a cuidar sus ahorros y depósitos en dólares"""
18999,ambito financiero,2019-10-23 00:00:00,Candidato a gobernador del Frente NOS pide votar a Macri en vez de Gómez Centurión
19002,ambito financiero,2019-10-23 00:00:00,Precalienta primer default corporativo de la era Macri
19007,ambito financiero,2019-10-23 00:00:00,"Juicio ""histórico"" a Exxon por el cambio climático, con exfuncionario de Trump como testigo clave"
19014,ambito financiero,2019-10-23 00:00:00,Cristina y Kicillof cierran campaña en La Plata
19017,ambito financiero,2019-10-23 00:00:00,"Escrutinio provisorio: peronismo advierte por ""anomalías"" y la Justicia asegura que ""no tendrían"" que presentarse problemas"
19018,ambito financiero,2019-10-23 00:00:00,"Macri hará la anteúltima parada del ""Sí, se puede"" en Mar del Plata previo al domingo"
19020,ambito financiero,2019-10-23 00:00:00,Delincuentes asaltaron al hermano de Macri
19021,ambito financiero,2019-10-23 00:00:00,Macri recibió la bendición de un pastor evangélico
19022,ambito financiero,2019-10-23 00:00:00,Alberto Fernández sigue la campaña en Chaco
19028,ambito financiero,2019-10-23 00:00:00,Alberto Fernández: Se acabó la Argentina privilegiada y la Argentina que padece
19029,ambito financiero,2019-10-23 00:00:00,"Junto a Macri, Vidal cerró su campaña en Mar del Plata"
19031,ambito financiero,2019-10-23 00:00:00,Cristina y Kicillof cerraron campaña en Provincia con tono nacional
19032,ambito financiero,2019-10-23 00:00:00,Lavagna pidió una transición lo más tranquila posible
19033,ambito financiero,2019-10-23 00:00:00,Un absurdo para presionar a Alberto Fernández que inquieta a la propia industria brasileña
19053,el popular,2019-10-23 00:00:00,"Julio Bárbaro: ""Me reconcilié con la inteligencia de Cristina Kirchner"""
19054,el popular,2019-10-23 00:00:00,"Fantino, sobre la eliminación de Boca: ""Me siento como Macri cuando perdió las PASO"""
19071,el popular,2019-10-23 00:00:00,"Alberto Fernández: Hay una Argentina que construir, es el país que nos merecemos, y lo vamos a hacer entre todos y todas"
19074,la izquierda diario,2019-10-23 00:00:00,"Agustina, una piba rebelde y organizada en las listas de Nicolás del Caño"
19076,la izquierda diario,2019-10-23 00:00:00,"El primer antiderechos: Juan Manzur, armador político de Alberto Fernández"
19077,la izquierda diario,2019-10-23 00:00:00,El Frente de Izquierda Unidad cierra su campaña en el Consulado de Chile
19082,la izquierda diario,2019-10-23 00:00:00,[Video] Octavio Crivaro en el acto del FIT Unidad en Rosario
19087,la izquierda diario,2019-10-23 00:00:00,Candidatos obreros del FIT Unidad: ¿Por qué darle fuerza a la izquierda en el Congreso?
19094,la izquierda diario,2019-10-23 00:00:00,El FIT Unidad cerró su campaña en Córdoba frente al consulado de Chile
19095,la izquierda diario,2019-10-23 00:00:00,El Frente de Izquierda Unidad hace su cierre de campaña en la peatonal Florida
19099,la izquierda diario,2019-10-23 00:00:00,La izquierda española cruje ante la represión en Cataluña
19102,la izquierda diario,2019-10-23 00:00:00,"Mariana Torres, “La izquierda nunca va a votar algo que vaya en contra de los trabajadores"" candidata a senadora provincial por la sexta sección electoral"
19119,la nación,2019-10-23 00:04:00,"Vicente Palermo: ""Alberto Fernández es un crack de la política, sin convicciones"""
19125,la nación,2019-10-23 00:25:00,"Andrés Malamud, sobre un posible ballottage: ""Para Macri, el jueguito es ganar dos puntos más"""
19126,la nación,2019-10-23 00:31:00,La amenaza a Mauricio Macri con las causas que le esperan
19168,la nación,2019-10-23 08:38:00,"Fantino y la eliminación de Boca: ""Me siento como Macri cuando perdió las PASO"""
19175,la nación,2019-10-23 09:34:00,"Alberto Fernández, sobre el lunes 28 de octubre: ""Que los argentinos estén tranquilos, vamos a respetar sus depósitos en dólares"""
19186,la nación,2019-10-23 10:33:00,El candidato a gobernador bonaerense de Gómez Centurión pidió votar a Macri y a Vidal en las elecciones
19191,la nación,2019-10-23 11:21:00,Tigre: asaltaron al hermano de Mauricio Macri y hay siete menores detenidos
19221,prensa obrera,2019-10-23 13:14:58,Por qué la izquierda en la Ciudad
19225,la nación,2019-10-23 13:21:00,Jair Bolsonaro amenaza con sancionar a la Argentina en el Mercosur si gana Alberto Fernández
19242,la nación,2019-10-23 14:47:00,Alberto Fernández criticó la prescindencia de Juan Schiaretti en la elacción nacional
19262,la nación,2019-10-23 16:55:00,"Tiene 107 años, no pudo votar en las PASO, pero luchó y ahora lo hará por Macri"
19279,la nación,2019-10-23 18:15:00,Pichetto les reprochó a empresarios el respaldo inicial a Lavagna
19282,la nación,2019-10-23 18:32:00,"Cristina Kirchner: ""Nos quisieron vender que Chile era el modelo a seguir"""
19291,prensa obrera,2019-10-23 18:52:15,Declaración en apoyo al FIT-U de la Corriente Nueva Izquierda (NAR) por la Liberación Comunista de Grecia
19298,la nación,2019-10-23 19:09:00,"Marcha del Sí se puede en Mar del Plata: Mauricio Macri pidió fiscalizar para terminar con ""el dedito, la prepotencia y la soberbia"""
19307,la nación,2019-10-23 20:10:00,"Alberto Fernández: ""Se acabó la Argentina privilegiada y la Argentina que padece"""
19363,clarin,2019-10-24 00:00:00,"El dólar subió a $ 63,34 pese al cambio de estrategia del Central: subastó US$ 346 millones"
19428,clarin,2019-10-24 00:00:00,Cómo será el acto de cierre de Alberto Fernández y Cristina Kirchner
19429,clarin,2019-10-24 00:00:00,Alberto Fernández cerró la campaña con Cristina Kirchner: “Tengo el compromiso de no fallarles”
19435,clarin,2019-10-24 00:00:00,"“Boleta entera”, la apuesta final de Alberto Fernández para diezmar a Cambiemos"
19436,clarin,2019-10-24 00:00:00,La Cámara Federal porteña ordenó que Ramos Padilla se inhiba de seguir investigando presiones sobre el “jardinero” de Cristina
19441,clarin,2019-10-24 00:00:00,"Elecciones 2019: Cristina Kirchner no participó de la rosca en Mar del Plata, pero se quedó con la suite presidencial"
19447,clarin,2019-10-24 00:00:00,Elecciones 2019: el PJ insiste con las dudas por el escrutinio y el Gobierno afirma que es por temor a que haya balotaje
19448,clarin,2019-10-24 00:00:00,"Elecciones 2019: en la reunión de Gabinete, Mauricio Macri confió en que se producirá el “milagro” y habrá balotaje"
19449,clarin,2019-10-24 00:00:00,"Elecciones 2019: En Salta, Roberto Lavagna pidió que no se elija “entre lo malo y lo peor”"
19450,clarin,2019-10-24 00:00:00,"Elecciones 2019: por Twitter, Mauricio Macri lanzó seis claves “para cuidar el voto”"
19453,clarin,2019-10-24 00:00:00,Elecciones 2019: los cierres de campaña de Mauricio Macri y Alberto Fernández
19454,clarin,2019-10-24 00:00:00,"Frente al consulado de Chile, Nicolás del Caño llamó a votar por “un gobierno de los trabajadores para terminar con la explotación”"
19458,clarin,2019-10-24 00:00:00,Jorge Rial: “Mauricio Macri fue un accidente que desperdició una oportunidad histórica”
19461,clarin,2019-10-24 00:00:00,"Mauricio Macri cerró ante una multitud en Córdoba: “Esto no termina acá, sino en noviembre”"
19462,clarin,2019-10-24 00:00:00,"Mauricio Macri, en el cierre de campaña: “Esta marcha no termina hoy acá, sino en noviembre”"
19463,clarin,2019-10-24 00:00:00,Elecciones 2019: Mauricio Macri vuelve a Córdoba para cerrar la campaña y reforzar los votos en una provincia clave
19464,clarin,2019-10-24 00:00:00,Mauricio Macri vuelve a Córdoba para cerrar la campaña y reforzar los votos en una provincia clave
19467,clarin,2019-10-24 00:00:00,"Para Pichetto, Alberto Fernández hace “apología del pobrismo, de la pobreza y el hambre”"
19471,clarin,2019-10-24 00:00:00,"Roberto Lavagna, en su cierre de campaña: “Somos una alternativa para no volver a votar entre lo malo y lo peor”"
19474,clarin,2019-10-24 00:00:00,Video: el mensaje de Juliana Awada en el cierre de campaña de Mauricio Macri
19475,clarin,2019-10-24 00:00:00,Qué voto busca Mauricio Macri en las plazas del #Sí se puede: ¿le alcanza para forzar un balotaje?
19485,clarin,2019-10-24 00:00:00,El gran tema opacado en el debate electoral: ¿quién se hace cargo del cambio climático en la Argentina?
19499,tiempo argentino,2019-10-24 00:00:00,"Alberto Fernández y Cristina convocaron a ""poner fin al ciclo neoliberal en la Argentina"""
19500,tiempo argentino,2019-10-24 00:00:00,"Alberto y Cristina llamaron a ""ponerle fin al ciclo neoliberal en la Argentina"""
19504,tiempo argentino,2019-10-24 00:00:00,El FIT denunció el pacto social y llamó a reforzar la izquierda
19512,tiempo argentino,2019-10-24 00:00:00,"Lavagna insistió con el discurso antigrieta: ""Sin consenso es imposible avanzar"""
19514,tiempo argentino,2019-10-24 00:00:00,"Macri en Córdoba: ""Somos una enorme mayoría que durante años estuvo en silencio"""
19536,página 12,2019-10-24 00:00:00,Alberto Fernández: “Nacimos para ser la voz de los desposeídos”
19537,página 12,2019-10-24 00:00:00,"Alberto Fernández y Cristina Kirchner en Mar del Plata: ""Votemos para dar vuelta una página oprobiosa"""
19538,página 12,2019-10-24 00:00:00,Macri y sus seis tips para el próximo domingo
19543,página 12,2019-10-24 00:00:00,El cierre de Macri en Córdoba
19553,infobae,2019-10-24 00:00:00,"Quería ser madre sola, congeló embriones y un cambio de ley en Polonia le impide implantárselos"
19596,infobae,2019-10-24 00:00:00,Científicos enseñaron a 17 ratas a conducir pequeños vehículos a cambio de recompensas
19672,infobae,2019-10-24 00:00:00,"El perfil de Alberto Fernández, según la agencia Bloomberg"
19696,infobae,2019-10-24 00:00:00,"Cuando los tiros vienen por derecha es represión, cuando vienen por izquierda es revolución"
19701,infobae,2019-10-24 00:00:00,"Alberto Fernández cerró su campaña junto a CFK: “Desde el primer día, vamos a ocuparnos de los 5 millones de pobres que deja Macri”"
19702,infobae,2019-10-24 00:00:00,Alberto Fernández: “El lunes va a estar todo tranquilo con el dólar”
